Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
3386,42,Female,Hoodie,Clothing,72,Georgia,XXL,Olive,Summer,4.3,Yes,Next Day Air,Yes,No,27,Apple Pay,Monthly
3387,28,Female,Windbreaker,Outerwear,138,Illinois,XS,Yellow,Fall,3.6,Yes,Free Shipping,No,No,60,Debit Card,Weekly
3388,62,Male,Sunglasses,Accessories,107,Colorado,L,Olive,Summer,2.5,No,Two-Day Shipping,Yes,No,17,Debit Card,Monthly
3389,59,Female,Vest,Clothing,25,Oregon,XXL,Red,Fall,4.4,No,Express,Yes,Yes,27,Credit Card,Daily
3390,39,Male,Bracelet,Accessories,109,Florida,XS,White,Fall,2.1,Yes,Free Shipping,Yes,Yes,22,Credit Card,Annually
3391,58,Female,Scarf,Accessories,30,Oregon,XL,Pink,Spring,3.1,Yes,Free Shipping,No,No,32,Cash,Weekly
3392,38,Female,Trench Coat,Outerwear,129,Georgia,XL,Yellow,Winter,2,No,Store Pickup,No,Yes,40,Google Pay,Annually
3393,31,Female,Shorts,Clothing,150,Florida,L,Beige,Winter,3.1,No,Store Pickup,No,Yes,51,Cash,Monthly
3394,29,Female,Parka,Outerwear,74,Texas,XL,White,Fall,3.1,No,Next Day Air,No,No,6,Credit Card,Quarterly
3395,69,Female,Loafers,Footwear,120,Arizona,XS,Orange,Summer,2.9,Yes,Express,No,Yes,1,Credit Card,Annually
3396,57,Female,Oxfords,Footwear,63,Georgia,XS,Purple,Winter,2.4,Yes,Free Shipping,Yes,Yes,2,Google Pay,Annually
3397,22,Male,Mules,Footwear,20,California,M,Olive,Winter,2.1,Yes,Two-Day Shipping,No,Yes,45,Google Pay,Annually
3398,60,Male,Belt,Accessories,69,Illinois,L,Beige,Spring,2.6,Yes,Express,No,Yes,4,Credit Card,Monthly
3399,20,Male,Hoodie,Clothing,139,Texas,XL,Yellow,Spring,3.1,No,Next Day Air,Yes,No,30,Bank Transfer,Annually
3400,31,Male,Slip-ons,Footwear,121,Virginia,XL,Navy,Winter,2.4,Yes,Next Day Air,No,No,59,Credit Card,Daily
3401,43,Female,T-shirt,Clothing,135,Ohio,XS,Black,Winter,1.2,Yes,Express,No,No,24,Cash,Daily
3402,24,Male,Coat,Clothing,149,Tennessee,M,Red,Winter,1.2,No,Standard,Yes,Yes,0,Debit Card,Weekly
3403,28,Female,Boots,Footwear,70,Washington,XL,Black,Fall,1.4,Yes,Standard,Yes,Yes,46,Apple Pay,Quarterly
3404,64,Male,Flip Flops,Footwear,16,Virginia,L,Yellow,Winter,3.5,No,Standard,Yes,Yes,18,Google Pay,Bi-Weekly
3405,68,Female,Jacket,Clothing,73,Washington,S,Purple,Summer,4,No,Standard,No,No,49,Debit Card,Quarterly
3406,25,Female,Bracelet,Accessories,129,Florida,XS,White,Winter,1.1,Yes,Free Shipping,No,No,50,Bank Transfer,Quarterly
3407,38,Male,Trench Coat,Outerwear,55,Oregon,M,Cream,Summer,4.6,Yes,Two-Day Shipping,Yes,No,53,Bank Transfer,Bi-Weekly
3408,62,Female,Skirt,Clothing,103,Colorado,M,Black,Summer,2.2,No,Store Pickup,Yes,No,13,Debit Card,Bi-Weekly
3409,25,Female,Heels,Footwear,97,Ohio,XL,Yellow,Winter,4.8,Yes,Express,Yes,Yes,1,Apple Pay,Daily
3410,18,Male,Loafers,Footwear,42,Virginia,XL,Pink,Winter,2.7,No,Free Shipping,No,Yes,11,Google Pay,Annually
3411,18,Female,Puffer Jacket,Outerwear,64,Colorado,XS,Black,Fall,3.4,Yes,Standard,No,No,25,Bank Transfer,Monthly
3412,54,Female,Windbreaker,Outerwear,23,Nevada,S,Cream,Winter,4.8,No,Two-Day Shipping,Yes,Yes,16,Bank Transfer,Annually
3413,44,Female,Raincoat,Outerwear,98,Washington,M,Beige,Fall,3.9,No,Free Shipping,No,No,45,Credit Card,Weekly
3414,40,Male,Raincoat,Outerwear,80,Florida,L,Purple,Summer,3.5,Yes,Two-Day Shipping,No,Yes,9,Bank Transfer,Weekly
3415,45,Female,Parka,Outerwear,80,Virginia,XXL,Purple,Fall,1.5,No,Two-Day Shipping,No,No,44,PayPal,Bi-Weekly
3416,30,Male,Watch,Accessories,22,Florida,XXL,White,Fall,1.9,No,Free Shipping,No,No,57,Debit Card,Quarterly
3417,26,Male,Heels,Footwear,93,Virginia,M,Cream,Summer,1.9,No,Next Day Air,Yes,Yes,49,Bank Transfer,Quarterly
3418,67,Female,Trench Coat,Outerwear,109,Ohio,XL,Orange,Summer,3.7,Yes,Store Pickup,Yes,Yes,12,Debit Card,Annually
3419,22,Male,Parka,Outerwear,108,Nevada,L,Yellow,Spring,1.4,No,Standard,Yes,Yes,22,Cash,Quarterly
3420,27,Male,Coat,Clothing,32,Georgia,S,Teal,Fall,1.6,Yes,Standard,No,No,56,Cash,Monthly
3421,54,Male,Watch,Accessories,111,New York,XL,Yellow,Fall,1.1,No,Store Pickup,Yes,Yes,55,Bank Transfer,Bi-Weekly
3422,59,Male,T-shirt,Clothing,30,Texas,XXL,Teal,Fall,2.2,Yes,Standard,Yes,No,31,Debit Card,Weekly
3423,39,Female,Coat,Clothing,89,Florida,L,Orange,Winter,3.5,Yes,Store Pickup,Yes,No,55,Debit Card,Weekly
3424,44,Male,Parka,Outerwear,40,California,M,Red,Spring,4,No,Free Shipping,Yes,No,5,PayPal,Daily
3425,45,Female,Sunglasses,Accessories,49,Colorado,S,Black,Winter,3.7,No,Store Pickup,No,Yes,18,Debit Card,Quarterly
3426,44,Female,Boots,Footwear,91,Oregon,XXL,Navy,Fall,4.6,Yes,Free Shipping,No,No,16,Debit Card,Quarterly
3427,39,Male,Earrings,Accessories,145,Colorado,L,Navy,Fall,2.3,No,Two-Day Shipping,Yes,Yes,59,Bank Transfer,Bi-Weekly
3428,62,Female,Necklace,Accessories,21,Oregon,XXL,Olive,Summer,1.5,Yes,Standard,No,No,7,Credit Card,Monthly
3429,38,Female,Puffer Jacket,Outerwear,110,New York,XL,Cream,Spring,3.9,No,Store Pickup,No,No,59,Debit Card,Annually
3430,29,Male,Puffer Jacket,Outerwear,75,Colorado,M,Red,Spring,1.1,Yes,Store Pickup,No,No,60,Debit Card,Quarterly
3431,58,Female,Sunglasses,Accessories,117,Oregon,S,Yellow,Winter,3.7,Yes,Standard,Yes,No,10,PayPal,Bi-Weekly
3432,25,Male,Raincoat,Outerwear,39,Oregon,XS,White,Winter,2.4,No,Express,Yes,No,35,Debit Card,Monthly
3433,54,Male,Flip Flops,Footwear,46,Georgia,XS,Beige,Winter,3.3,No,Express,No,No,4,Apple Pay,Daily
3434,61,Male,Oxfords,Footwear,104,Tennessee,XXL,Orange,Spring,4.7,No,Free Shipping,Yes,No,27,Debit Card,Annually
3435,57,Female,Windbreaker,Outerwear,86,New York,XXL,Red,Spring,2.7,Yes,Standard,Yes,No,42,Google Pay,Annually
3436,36,Male,Puffer Jacket,Outerwear,135,Arizona,M,White,Fall,1.9,No,Express,Yes,No,55,Cash,Bi-Weekly
3437,42,Male,Coat,Clothing,47,Oregon,XL,Beige,Winter,3.1,No,Free Shipping,Yes,No,18,Bank Transfer,Quarterly
3438,24,Male,Heels,Footwear,37,Georgia,L,Orange,Fall,2.2,Yes,Express,No,Yes,6,Google Pay,Daily
3439,63,Male,Raincoat,Outerwear,119,New York,S,Red,Fall,4,No,Express,Yes,Yes,27,Bank Transfer,Bi-Weekly
3440,30,Male,Raincoat,Outerwear,127,Oregon,S,Teal,Winter,1.3,No,Two-Day Shipping,No,No,17,PayPal,Weekly
3441,47,Female,T-shirt,Clothing,101,Washington,XXL,Yellow,Winter,2.9,No,Standard,No,No,52,Bank Transfer,Annually
3442,50,Male,Belt,Accessories,39,Illinois,S,Red,Summer,4.5,Yes,Express,No,Yes,2,PayPal,Monthly
3443,62,Female,Earrings,Accessories,118,Washington,XS,Yellow,Spring,1.7,No,Standard,No,No,27,Apple Pay,Daily
3444,59,Female,Puffer Jacket,Outerwear,19,Michigan,M,Cream,Summer,2.7,Yes,Next Day Air,No,No,22,Bank Transfer,Annually
3445,42,Female,Loafers,Footwear,142,Ohio,XS,Orange,Fall,1.3,No,Standard,No,Yes,36,Apple Pay,Quarterly
3446,38,Female,Scarf,Accessories,27,Texas,XS,White,Summer,1,No,Standard,No,Yes,33,Google Pay,Daily
3447,48,Male,Loafers,Footwear,39,Michigan,XL,Teal,Summer,3.2,Yes,Two-Day Shipping,No,Yes,6,Apple Pay,Bi-Weekly
3448,51,Male,Jacket,Clothing,134,Oregon,M,Yellow,Winter,4,Yes,Two-Day Shipping,Yes,No,45,Apple Pay,Annually
3449,26,Female,Sunglasses,Accessories,48,Ohio,XL,White,Fall,1.5,Yes,Express,Yes,No,55,Apple Pay,Bi-Weekly
3450,49,Male,Cardigan,Clothing,34,New York,XS,Teal,Winter,4.6,Yes,Standard,Yes,No,8,Cash,Annually
3451,69,Male,Parka,Outerwear,103,Georgia,XL,Red,Winter,2.7,No,Standard,Yes,Yes,20,Apple Pay,Monthly
3452,42,Male,Belt,Accessories,43,Arizona,S,Yellow,Spring,4.1,No,Two-Day Shipping,Yes,No,11,Google Pay,Daily
3453,25,Male,Flip Flops,Footwear,100,Texas,S,Red,Fall,2.6,No,Free Shipping,No,No,20,Apple Pay,Bi-Weekly
3454,62,Female,Bracelet,Accessories,92,Oregon,M,Purple,Summer,1.5,No,Express,Yes,Yes,48,Debit Card,Bi-Weekly
3455,48,Female,Earrings,Accessories,25,Tennessee,M,Black,Summer,4.1,No,Standard,Yes,No,48,Cash,Monthly
3456,52,Female,Watch,Accessories,97,Oregon,L,Teal,Winter,3.8,Yes,Two-Day Shipping,No,No,18,Apple Pay,Monthly
3457,37,Male,Hoodie,Clothing,57,Georgia,XXL,Red,Summer,2.1,Yes,Standard,No,No,49,Apple Pay,Weekly
3458,42,Female,Parka,Outerwear,122,Virginia,S,Cream,Spring,4.5,No,Store Pickup,Yes,Yes,57,Google Pay,Weekly
3459,46,Female,Mules,Footwear,131,Ohio,M,White,Spring,4.4,No,Express,No,Yes,47,Bank Transfer,Daily
3460,18,Male,Sneakers,Footwear,85,Texas,XL,Cream,Summer,2.3,Yes,Next Day Air,Yes,No,12,Cash,Annually
3461,31,Male,Sneakers,Footwear,17,Illinois,L,Pink,Fall,4.6,No,Standard,No,No,32,Bank Transfer,Quarterly
3462,47,Female,Puffer Jacket,Outerwear,104,Washington,XL,Orange,Winter,3.5,No,Next Day Air,No,Yes,6,PayPal,Quarterly
3463,56,Female,Cardigan,Clothing,121,California,XXL,Teal,Spring,4.7,Yes,Express,No,Yes,1,Google Pay,Annually
3464,66,Female,Loafers,Footwear,147,Illinois,L,Purple,Winter,3.2,No,Express,Yes,Yes,14,Debit Card,Monthly
3465,59,Male,Watch,Accessories,27,Tennessee,M,Navy,Fall,1.4,No,Express,Yes,No,26,PayPal,Daily
3466,39,Male,Heels,Footwear,87,Colorado,M,Yellow,Winter,1.2,No,Store Pickup,Yes,Yes,34,PayPal,Annually
3467,21,Female,Slip-ons,Footwear,96,New York,XL,Pink,Winter,2.6,Yes,Store Pickup,No,No,31,Apple Pay,Weekly
3468,39,Female,Hoodie,Clothing,97,Illinois,XS,Olive,Summer,4.9,Yes,Free Shipping,Yes,Yes,43,PayPal,Quarterly
3469,22,Male,Scarf,Accessories,27,Texas,XL,Beige,Spring,2.2,Yes,Express,No,Yes,43,Apple Pay,Daily
3470,63,Female,Mules,Footwear,61,Tennessee,S,Yellow,Summer,1.9,Yes,Free Shipping,Yes,No,4,PayPal,Annually
3471,69,Female,Raincoat,Outerwear,115,Florida,XS,Yellow,Winter,3.4,No,Store Pickup,Yes,Yes,6,Credit Card,Daily
3472,49,Female,Windbreaker,Outerwear,49,California,XXL,Beige,Spring,4.6,No,Standard,No,No,15,Credit Card,Weekly
3473,61,Male,Flip Flops,Footwear,85,Colorado,L,White,Winter,3.8,No,Standard,No,No,10,Apple Pay,Daily
3474,48,Male,Necklace,Accessories,123,Georgia,XXL,Purple,Winter,4.1,No,Express,Yes,No,32,PayPal,Annually
3475,24,Female,Parka,Outerwear,46,Florida,XS,Teal,Summer,4.4,Yes,Next Day Air,No,No,0,Cash,Monthly
3476,26,Male,T-shirt,Clothing,127,Colorado,L,Navy,Fall,2.2,Yes,Next Day Air,No,Yes,0,Cash,Daily
3477,50,Male,Slip-ons,Footwear,122,Virginia,M,Pink,Fall,4.3,No,Store Pickup,Yes,No,34,Cash,Annually
3478,62,Female,Earrings,Accessories,64,Oregon,S,Black,Summer,3.9,Yes,Express,No,No,32,Apple Pay,Daily
3479,41,Female,Slip-ons,Footwear,140,Michigan,M,Olive,Fall,2.9,No,Free Shipping,Yes,Yes,37,Debit Card,Bi-Weekly
3480,31,Male,Trench Coat,Outerwear,144,California,S,Navy,Summer,1.7,No,Free Shipping,Yes,No,4,Debit Card,Weekly
3481,37,Male,Parka,Outerwear,110,Oregon,XS,Teal,Fall,4.4,No,Free Shipping,No,Yes,6,PayPal,Quarterly
3482,45,Male,Mules,Footwear,52,Virginia,XXL,Olive,Winter,2.8,Yes,Express,Yes,Yes,30,Credit Card,Daily
3483,34,Female,Dress,Clothing,149,Virginia,XXL,Purple,Winter,2.1,No,Store Pickup,Yes,No,39,Apple Pay,Quarterly
3484,66,Male,Heels,Footwear,77,Michigan,S,Cream,Summer,3.1,No,Two-Day Shipping,Yes,No,33,Google Pay,Quarterly
3485,50,Male,Oxfords,Footwear,129,New York,XL,Cream,Winter,4.9,Yes,Next Day Air,No,Yes,47,Debit Card,Weekly
3486,49,Male,Watch,Accessories,137,Michigan,L,Red,Fall,1.5,Yes,Next Day Air,No,No,1,Cash,Weekly
3487,29,Female,Flip Flops,Footwear,29,Michigan,L,Yellow,Summer,5,Yes,Next Day Air,No,Yes,34,Credit Card,Daily
3488,46,Female,Parka,Outerwear,128,Virginia,XL,Pink,Winter,3.7,Yes,Store Pickup,No,Yes,34,Credit Card,Quarterly
3489,59,Female,Skirt,Clothing,82,Tennessee,L,Purple,Summer,1.9,No,Express,No,No,2,Cash,Monthly
3490,26,Female,Flip Flops,Footwear,45,Texas,XXL,Red,Summer,1.6,No,Next Day Air,Yes,No,22,Credit Card,Quarterly
3491,57,Female,Belt,Accessories,115,California,S,Navy,Fall,1.1,Yes,Free Shipping,No,Yes,16,Apple Pay,Monthly
3492,48,Male,Oxfords,Footwear,116,Nevada,XXL,Purple,Fall,1.1,No,Express,No,Yes,32,Cash,Annually
3493,19,Female,Watch,Accessories,126,Tennessee,XXL,Cream,Summer,4.1,No,Store Pickup,No,Yes,59,PayPal,Daily
3494,37,Female,Watch,Accessories,72,Georgia,XXL,Teal,Winter,2.5,Yes,Free Shipping,No,Yes,24,Bank Transfer,Bi-Weekly
3495,63,Male,Raincoat,Outerwear,139,Arizona,XXL,Teal,Winter,2.8,Yes,Express,Yes,No,19,Bank Transfer,Monthly
3496,33,Male,Skirt,Clothing,23,Texas,S,Yellow,Spring,1.5,No,Store Pickup,Yes,No,53,Apple Pay,Quarterly
3497,62,Male,Parka,Outerwear,24,Tennessee,M,White,Fall,2.4,No,Store Pickup,Yes,Yes,59,Apple Pay,Quarterly
3498,66,Male,Dress,Clothing,142,Georgia,XS,Black,Spring,2.6,Yes,Free Shipping,No,No,59,Google Pay,Weekly
3499,34,Female,Loafers,Footwear,96,Georgia,L,Beige,Summer,1.8,Yes,Standard,No,No,17,Bank Transfer,Daily
3500,59,Male,Oxfords,Footwear,129,Illinois,XL,Teal,Summer,1.8,Yes,Express,Yes,No,27,Google Pay,Bi-Weekly
3501,18,Female,Cardigan,Clothing,126,Colorado,M,Cream,Spring,1.1,No,Express,No,Yes,41,Bank Transfer,Daily
3502,36,Male,Slip-ons,Footwear,143,Nevada,XS,White,Winter,4.3,Yes,Store Pickup,No,Yes,53,Google Pay,Weekly
3503,38,Male,Shorts,Clothing,127,Tennessee,XL,Teal,Winter,1.5,Yes,Standard,Yes,No,3,PayPal,Weekly
3504,40,Male,Leggings,Clothing,97,Illinois,XS,Purple,Summer,4,Yes,Express,No,Yes,16,Cash,Annually
3505,38,Female,Bracelet,Accessories,32,Michigan,M,Olive,Spring,3.4,Yes,Two-Day Shipping,No,No,19,Apple Pay,Daily
3506,59,Male,Slip-ons,Footwear,110,Ohio,XL,Yellow,Fall,3.1,Yes,Free Shipping,No,No,9,Debit Card,Daily
3507,43,Male,Skirt,Clothing,94,Ohio,XXL,Pink,Spring,2.4,Yes,Express,Yes,No,3,Apple Pay,Monthly
3508,45,Male,Bracelet,Accessories,107,Texas,M,Teal,Spring,4.3,No,Store Pickup,No,No,27,PayPal,Monthly
3509,54,Male,Slip-ons,Footwear,39,Tennessee,XL,Olive,Winter,2.1,No,Express,Yes,Yes,20,Bank Transfer,Weekly
3510,64,Female,Vest,Clothing,19,Colorado,XS,Black,Summer,2.8,No,Next Day Air,Yes,No,11,PayPal,Annually
3511,23,Male,Loafers,Footwear,34,Washington,XXL,Teal,Spring,1.5,No,Store Pickup,Yes,Yes,31,Apple Pay,Weekly
3512,68,Male,Hoodie,Clothing,16,Colorado,XL,Red,Spring,5,No,Express,Yes,No,34,Bank Transfer,Daily
3513,42,Male,Flip Flops,Footwear,65,Oregon,S,Purple,Winter,2.1,Yes,Free Shipping,No,No,25,Google Pay,Monthly
3514,20,Female,Puffer Jacket,Outerwear,25,Texas,XS,Cream,Fall,4.6,No,Store Pickup,Yes,Yes,20,Apple Pay,Bi-Weekly
3515,38,Female,Jacket,Clothing,71,Nevada,XL,Cream,Fall,2.8,Yes,Two-Day Shipping,Yes,No,29,Google Pay,Annually
3516,69,Female,Belt,Accessories,150,Michigan,XS,Beige,Spring,4.8,No,Next Day Air,No,Yes,56,Google Pay,Annually
3517,25,Female,Hat,Accessories,38,Texas,XS,Pink,Fall,2.7,Yes,Next Day Air,No,No,34,Google Pay,Bi-Weekly
3518,60,Female,Necklace,Accessories,75,Virginia,XXL,Orange,Winter,1.9,No,Next Day Air,No,No,38,Google Pay,Bi-Weekly
3519,60,Male,Dress,Clothing,85,Ohio,S,Red,Spring,4.3,Yes,Express,No,No,17,Google Pay,Bi-Weekly
3520,59,Female,Leggings,Clothing,39,Ohio,L,Navy,Summer,2.6,No,Two-Day Shipping,Yes,No,48,Debit Card,Weekly
3521,23,Male,Skirt,Clothing,34,Nevada,S,Beige,Winter,1.5,Yes,Next Day Air,Yes,Yes,31,Google Pay,Bi-Weekly
3522,37,Female,Windbreaker,Outerwear,131,Washington,XL,Red,Winter,1.7,Yes,Express,Yes,No,48,Apple Pay,Daily
3523,28,Male,Puffer Jacket,Outerwear,103,Michigan,XL,Beige,Fall,3.6,Yes,Express,No,No,19,Credit Card,Quarterly
3524,46,Female,Trench Coat,Outerwear,22,Washington,L,Red,Winter,1.6,No,Standard,No,No,26,PayPal,Monthly
3525,54,Male,Puffer Jacket,Outerwear,113,California,XL,Red,Fall,2.1,No,Standard,Yes,Yes,38,PayPal,Bi-Weekly
3526,22,Male,Necklace,Accessories,89,California,M,Navy,Winter,1.9,No,Standard,Yes,No,54,Bank Transfer,Daily
3527,59,Female,Raincoat,Outerwear,79,Colorado,XS,Olive,Fall,2.3,Yes,Next Day Air,No,Yes,1,Credit Card,Bi-Weekly
3528,24,Female,Puffer Jacket,Outerwear,126,Nevada,XS,Pink,Fall,5,No,Next Day Air,Yes,Yes,30,Apple Pay,Quarterly
3529,64,Male,Watch,Accessories,66,Ohio,XS,Orange,Winter,3,Yes,Two-Day Shipping,Yes,No,7,Google Pay,Bi-Weekly
3530,60,Female,Raincoat,Outerwear,103,California,M,Teal,Fall,1.4,No,Free Shipping,Yes,No,54,Debit Card,Monthly
3531,29,Female,Cardigan,Clothing,124,Oregon,XS,Purple,Spring,3.1,Yes,Two-Day Shipping,Yes,No,52,Google Pay,Bi-Weekly
3532,63,Male,Slip-ons,Footwear,65,Nevada,XS,Teal,Spring,2.8,Yes,Free Shipping,No,No,16,PayPal,Daily
3533,60,Male,Sneakers,Footwear,111,Nevada,XS,Olive,Fall,3.9,Yes,Store Pickup,Yes,Yes,53,Google Pay,Monthly
3534,21,Male,Heels,Footwear,60,Arizona,XXL,Pink,Summer,3.9,Yes,Next Day Air,Yes,Yes,13,Bank Transfer,Monthly
3535,57,Female,Mules,Footwear,30,Ohio,S,Navy,Winter,4.6,No,Two-Day Shipping,Yes,No,29,Debit Card,Bi-Weekly
3536,27,Male,Oxfords,Footwear,122,Virginia,XXL,Beige,Fall,3.4,Yes,Free Shipping,Yes,No,56,Debit Card,Bi-Weekly
3537,30,Female,Belt,Accessories,126,Ohio,S,Pink,Spring,3.5,Yes,Store Pickup,Yes,No,10,Apple Pay,Bi-Weekly
3538,23,Female,Skirt,Clothing,77,California,L,Olive,Spring,4.2,Yes,Store Pickup,Yes,No,23,Apple Pay,Bi-Weekly
3539,62,Female,Dress,Clothing,88,Tennessee,S,Pink,Spring,1.2,Yes,Two-Day Shipping,Yes,Yes,12,Google Pay,Bi-Weekly
3540,47,Male,Oxfords,Footwear,96,Tennessee,XL,Olive,Fall,4.5,Yes,Express,No,Yes,41,Apple Pay,Bi-Weekly
3541,29,Female,Trench Coat,Outerwear,128,Arizona,M,Pink,Fall,2.3,Yes,Two-Day Shipping,No,No,12,Google Pay,Weekly
3542,44,Female,Parka,Outerwear,103,Virginia,L,Black,Summer,1.3,Yes,Standard,Yes,Yes,40,Credit Card,Weekly
3543,40,Male,Slip-ons,Footwear,82,Florida,XS,Olive,Fall,3.9,Yes,Free Shipping,No,No,48,Bank Transfer,Monthly
3544,57,Female,Scarf,Accessories,148,New York,XL,Cream,Summer,2.4,No,Free Shipping,Yes,Yes,39,Bank Transfer,Weekly
3545,66,Female,Scarf,Accessories,59,California,M,White,Winter,1.8,No,Next Day Air,No,Yes,60,Bank Transfer,Monthly
3546,48,Male,Flip Flops,Footwear,106,Arizona,M,Pink,Spring,1.1,Yes,Store Pickup,Yes,Yes,51,Debit Card,Daily
3547,24,Male,Loafers,Footwear,68,Colorado,M,Beige,Spring,1.7,No,Two-Day Shipping,Yes,Yes,12,Debit Card,Quarterly
3548,24,Female,Hat,Accessories,47,Tennessee,S,Pink,Summer,3.5,No,Store Pickup,Yes,Yes,18,PayPal,Bi-Weekly
3549,24,Female,Slip-ons,Footwear,24,Ohio,M,White,Winter,3,No,Next Day Air,Yes,Yes,43,Credit Card,Annually
3550,31,Male,Belt,Accessories,123,Michigan,M,Navy,Summer,4.6,No,Express,No,No,50,PayPal,Monthly
3551,30,Female,Hoodie,Clothing,63,California,XS,Beige,Winter,1.3,No,Express,Yes,Yes,45,Google Pay,Daily
3552,39,Female,Hat,Accessories,50,Arizona,XL,Cream,Winter,2.7,Yes,Store Pickup,No,Yes,56,Debit Card,Weekly
3553,36,Male,Bracelet,Accessories,74,Texas,XL,Teal,Winter,3,Yes,Two-Day Shipping,No,Yes,30,Cash,Quarterly
3554,54,Female,Parka,Outerwear,70,Nevada,XL,White,Spring,4.5,No,Two-Day Shipping,No,No,24,Credit Card,Weekly
3555,56,Male,Boots,Footwear,24,Florida,M,White,Fall,2.3,No,Free Shipping,No,Yes,57,Apple Pay,Weekly
3556,30,Male,Scarf,Accessories,136,Texas,S,Purple,Winter,2.6,No,Two-Day Shipping,No,No,52,Google Pay,Annually
3557,22,Male,Scarf,Accessories,113,Florida,XS,Black,Winter,2.4,Yes,Free Shipping,No,No,13,Bank Transfer,Quarterly
3558,61,Female,Trench Coat,Outerwear,66,California,XS,Beige,Fall,2.8,Yes,Store Pickup,Yes,Yes,43,Credit Card,Annually
3559,39,Female,Slip-ons,Footwear,25,Michigan,XXL,Purple,Fall,3.2,No,Two-Day Shipping,Yes,No,55,Google Pay,Bi-Weekly
3560,28,Male,Flip Flops,Footwear,40,Ohio,XL,Olive,Fall,1.7,Yes,Express,No,No,2,Apple Pay,Weekly
3561,50,Male,Vest,Clothing,26,Nevada,M,Black,Spring,2.3,No,Store Pickup,Yes,No,0,PayPal,Daily
3562,60,Male,Watch,Accessories,76,Nevada,M,Yellow,Fall,3.9,No,Express,No,No,4,Debit Card,Weekly
3563,46,Male,Trench Coat,Outerwear,96,Oregon,M,Cream,Summer,3.8,Yes,Free Shipping,No,Yes,38,Cash,Monthly
3564,26,Female,Shorts,Clothing,21,Michigan,XS,Yellow,Fall,3.8,No,Express,No,Yes,59,Google Pay,Annually
3565,59,Female,Puffer Jacket,Outerwear,62,Arizona,L,Purple,Summer,1.1,Yes,Two-Day Shipping,Yes,Yes,9,PayPal,Monthly
3566,34,Male,Raincoat,Outerwear,25,Colorado,L,Black,Summer,1,No,Two-Day Shipping,Yes,No,43,Debit Card,Bi-Weekly
3567,57,Male,Skirt,Clothing,34,Arizona,M,Orange,Summer,1.9,No,Standard,Yes,No,57,Debit Card,Weekly
3568,48,Male,Puffer Jacket,Outerwear,114,Texas,M,Orange,Summer,2.9,No,Free Shipping,No,Yes,49,PayPal,Weekly
3569,49,Male,Raincoat,Outerwear,24,Nevada,XS,Beige,Summer,2,Yes,Standard,Yes,Yes,21,Apple Pay,Quarterly
3570,46,Female,Trench Coat,Outerwear,32,New York,S,White,Spring,2.4,No,Two-Day Shipping,Yes,No,34,Bank Transfer,Annually
3571,27,Female,Sunglasses,Accessories,125,New York,XS,Beige,Fall,4.5,Yes,Two-Day Shipping,Yes,Yes,41,Cash,Bi-Weekly
3572,22,Female,Hoodie,Clothing,112,Nevada,M,Red,Winter,2.7,Yes,Express,No,No,26,Cash,Weekly
3573,65,Female,Belt,Accessories,98,Florida,S,Purple,Summer,1.9,No,Store Pickup,Yes,No,32,Cash,Bi-Weekly
3574,66,Male,Slip-ons,Footwear,80,Colorado,L,Beige,Winter,2.8,Yes,Store Pickup,Yes,No,11,Credit Card,Annually
3575,61,Female,Raincoat,Outerwear,90,Texas,L,Olive,Spring,1.6,Yes,Free Shipping,No,Yes,9,PayPal,Bi-Weekly
3576,31,Male,Puffer Jacket,Outerwear,130,Tennessee,M,Black,Spring,2.6,Yes,Next Day Air,Yes,Yes,41,PayPal,Quarterly
3577,24,Male,Shorts,Clothing,103,Florida,L,Teal,Winter,1.8,No,Free Shipping,Yes,No,59,Debit Card,Annually
3578,43,Female,Dress,Clothing,95,Ohio,S,Pink,Winter,2.7,No,Two-Day Shipping,No,No,42,PayPal,Monthly
3579,42,Female,Windbreaker,Outerwear,64,Texas,XS,Cream,Summer,1.8,Yes,Next Day Air,Yes,Yes,53,Apple Pay,Daily
3580,60,Female,Mules,Footwear,45,Colorado,XL,Pink,Spring,2.2,No,Two-Day Shipping,Yes,No,7,PayPal,Annually
3581,45,Male,Trench Coat,Outerwear,121,Oregon,XS,Red,Fall,3.3,No,Store Pickup,Yes,No,1,Bank Transfer,Monthly
3582,50,Female,Loafers,Footwear,95,Oregon,L,White,Fall,4.1,Yes,Two-Day Shipping,No,No,4,Cash,Bi-Weekly
3583,28,Female,Heels,Footwear,130,Michigan,XL,Black,Fall,4.2,Yes,Next Day Air,Yes,Yes,3,Bank Transfer,Annually
3584,65,Female,Flip Flops,Footwear,33,California,S,Black,Summer,2.9,Yes,Store Pickup,Yes,Yes,55,Google Pay,Annually
3585,62,Male,Necklace,Accessories,50,Colorado,XXL,Navy,Spring,2.9,Yes,Express,Yes,Yes,15,PayPal,Annually
3586,32,Female,Heels,Footwear,32,California,XXL,White,Summer,3.5,No,Store Pickup,No,Yes,34,Bank Transfer,Annually
3587,28,Female,Puffer Jacket,Outerwear,134,Illinois,L,Purple,Summer,2,Yes,Store Pickup,No,Yes,8,Google Pay,Monthly
